,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
9624,Moacșa,Maksa,moakʃa,mɒkʃɒ,Moacșa,Pay,0.5,0.1666666666666666,0.1701388888888888,0.1875,1.4583333333333333,0.1875,3,-7.6084433,0.36103216,0.58003116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9626,Cuzdrioara,Kozárvár,kuzdrioara,kozaːrvaːr,Cuzdrioara,Kozárvár,0.7,0.4,0.2541666666666666,0.2875,3.25,0.275,7,-3.0321298,0.8417938,0.61388665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9644,Orosfaia,Oroszfája,orosfaia,orosfaːjɒ,Orosfaia,His lioness,0.3333333333333333,0.125,0.0260416666666666,0.03125,0.484375,0.0260416666666666,3,-4.2097644999999995,0.9034599,0.67514807,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9696,Cerghid,Cserked,t͡ʃerɡid,t͡ʃɛrkɛd,Cerghid,Circling,0.375,0.0,0.0277777777777777,0.0277777777777777,0.2083333333333333,0.0277777777777777,4,-3.5685830000000003,0.6768449000000001,0.58519423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9706,matahală,mátoha,matahalə,maːtohɒ,bugbear,cool,0.625,0.25,0.2578125,0.28125,2.1875,0.28125,4,-1.3331449,0.8593705,0.67018336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9787,Vașcău,Vaskoh,vaʃkəu,vɒʃkoh,Vaşcău,Vaskoh,0.5,0.1666666666666666,0.0833333333333333,0.0902777777777777,1.3958333333333333,0.0833333333333333,4,-1.612997,0.91883093,0.52499956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9830,arțag,harcag,art͡saɡ,hɒrt͡sɒɡ,arțag,harcag,0.375,0.1666666666666666,0.1770833333333333,0.1944444444444444,1.5416666666666667,0.1944444444444444,2,-8.814766,0.81963694,0.50198966,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9849,Nicula,Mikola,nikula,mikolɒ,Nicula,Mikola,0.5,0.1666666666666666,0.0451388888888888,0.0486111111111111,0.5208333333333334,0.0451388888888888,3,-5.170168,0.92361844,0.73779154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9875,Ferenț,Ferenc,ferent͡s,fɛrɛnt͡s,Ferenț,Ferenc,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,1,-3.5119013999999997,0.73156345,0.62734735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9906,chinez,kenéz,kinez,kɛneːz,Chinese,anointed,0.3333333333333333,0.0,0.025,0.025,0.25,0.025,4,-1.4146718,0.8607038,0.77618927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9914,Feniș,Fényes,feniʃ,feːɲɛʃ,Feniș,Bright,0.5,0.0,0.0541666666666666,0.0583333333333333,0.575,0.0541666666666666,4,-0.63174784,0.8894284,0.6136503000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9934,Orțișoara,Orczyvár,ort͡siʃoara,ort͡szivaːr,Ortisoara,Orczyvár,0.4545454545454545,0.3333333333333333,0.2037037037037037,0.2361111111111111,2.6944444444444446,0.2152777777777778,6,-1.1051545,0.7826933,0.6163574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9959,Carastelec,Kárásztelek,karastelek,kaːraːstɛlɛk,Carastelec,I cast you out,0.3333333333333333,0.0,0.0166666666666666,0.0166666666666666,0.15,0.0166666666666666,5,-2.2756715,0.8402301,0.46713403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9965,foișor,folyosó,foiʃor,fojoʃoː,pavilion,corridor,0.4285714285714285,0.3333333333333333,0.1909722222222222,0.2430555555555555,2.75,0.1909722222222222,4,-9.316995,0.8460496,0.5588284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
9983,Biușa,Bősháza,biuʃa,bøːʃhaːzɒ,Biuşa,Her home,0.6666666666666666,0.2857142857142857,0.3422619047619047,0.36904761904761896,3.0,0.36904761904761896,5,-0.06791949,0.8956506,0.73174626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10070,Muncaciu,Munkácsy,munkat͡ʃiu,munkaːt͡ʃi,Work,Munkácsy,0.2,0.125,0.1171875,0.1302083333333333,0.96875,0.1302083333333333,4,-2.2012982000000005,0.6922100999999999,0.21290879999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10102,Chintelnic,Kentelke,kintelnik,kɛntɛlkɛ,Chintelnic,Kentelke,0.5555555555555556,0.2222222222222222,0.1574074074074074,0.1712962962962962,1.5416666666666667,0.1689814814814815,6,-1.9457461999999999,0.6696896,0.5509786999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10119,lior,löre,lior,lørɛ,lior,loose,0.75,0.5,0.1666666666666666,0.2395833333333333,3.375,0.1666666666666666,3,-0.99309635,0.8870844000000001,0.44094482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10125,Căptălan,Káptalan,kəptəlan,kaːptɒlɒn,Butterbur,Chapter,0.4444444444444444,0.0,0.0468749999999999,0.0468749999999999,0.5,0.0468749999999999,3,-3.1789392999999997,0.83775705,0.67299676,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10197,Micloșoara,Miklósvár,mikloʃoara,mikloːʃvaːr,Micloşoara,Miklósvár,0.3636363636363636,0.2,0.1291666666666666,0.1458333333333333,1.625,0.1395833333333333,6,-11.146055,0.71577865,0.72111917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10217,Sălsig,Szélszeg,səlsiɡ,seːlsɛɡ,Salsig,Edge,0.4285714285714285,0.0,0.0347222222222222,0.0347222222222222,0.3333333333333333,0.0347222222222222,4,-1.2663565,0.82789624,0.6767821999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10236,Cubulcut,Köbölkút,kubulkut,købølkuːt,Cubulcut,Cube well,0.3333333333333333,0.0,0.0364583333333333,0.0364583333333333,0.4375,0.0364583333333333,5,-1.0229089,0.82332754,0.60059726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10252,țintirim,cinterem,t͡sintirim,t͡sintɛrɛm,we aim,cine,0.2,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,3,-5.284189,0.7744169,0.71762717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10273,Măcicășești,Macskás,mət͡ʃikəʃeʃti,mɒt͡ʃkaːʃ,Măcicăşeşti,Cat,0.5384615384615384,0.4545454545454545,0.4299242424242424,0.4734848484848485,3.5,0.4734848484848485,9,-4.833726,0.32666638,0.42472652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10349,Țengheler,Cengellér,t͡senɡeler,t͡sɛnɡɛlːeːr,Țengheler,Cengellér,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,4,-7.0801754,0.80129856,0.6738113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10362,Roua,Rava,roua,rɒvɒ,Dew,Rava,0.75,0.25,0.109375,0.125,2.375,0.109375,2,-2.6000214,0.7953733000000001,0.25223696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10395,ciurdă,csorda,t͡ʃiurdə,t͡ʃordɒ,herd,herd,0.375,0.1666666666666666,0.1840277777777778,0.2013888888888888,1.5833333333333333,0.2013888888888888,3,-2.035174,0.8099246999999999,0.6324806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10403,Răcătău,*Rakató,rəkətəu,*rɒkɒtoː,It was cold,* Loader,0.625,0.1428571428571428,0.18154761904761899,0.1964285714285714,1.5714285714285714,0.1964285714285714,6,-0.07460759,0.83566284,0.44350532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10427,Hațeg,Hátszeg,hat͡seɡ,haːtsɛɡ,Haţeg,Back nail,0.4285714285714285,0.3333333333333333,0.1736111111111111,0.1875,1.4166666666666667,0.1875,4,-4.5283275000000005,0.8204700999999999,0.7011985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10446,Jdioara,Zsidóvár,ʒdioara,ʒidoːvaːr,Jdioara,Jewish castle,0.6666666666666666,0.4285714285714285,0.2172619047619047,0.2857142857142857,3.571428571428572,0.2172619047619047,7,-3.9703910000000002,0.8564746999999999,0.7565746999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10471,Uilac,Újlak,uilak,uːjlɒk,Uilac,I'm new,0.5,0.2,0.0416666666666666,0.05,0.775,0.0416666666666666,3,-1.6762708,0.8642724,0.6501081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10498,Andrid,Endréd,andrid,ɛndreːd,Android,Endred,0.4285714285714285,0.0,0.0277777777777777,0.0277777777777777,0.2916666666666667,0.0277777777777777,2,-2.9571066000000004,0.89394534,0.47038624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10524,Atia,Atyha,atia,ɒchɒ,Atia,Atyha,1.0,0.5,0.1302083333333333,0.1458333333333333,2.1875,0.1302083333333333,2,-0.53371906,0.90419126,0.5949063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10548,Nandra,Nándor,nandra,naːndor,Nandra,Nándor,0.4285714285714285,0.3333333333333333,0.1041666666666666,0.1527777777777778,2.1666666666666665,0.1041666666666666,3,-3.1098285,0.69647104,0.4429066,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10556,konwergencja,convergence,kɔnvɛrɡɛnt͡sja,kɔ̃vɛʀʒɑ̃s,convergence,convergence,0.6428571428571429,0.5,0.3576388888888889,0.3993055555555555,3.125,0.3888888888888889,4,-1.8935353,0.90302473,0.55374146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10564,szofer,chauffeur,ʂɔfɛr,ʃofœʀ,chauffeur,chauffeur,0.8,0.0,0.0583333333333333,0.075,0.575,0.0583333333333333,6,0.40356082,0.81651217,0.6288903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10566,kwestionować,questionner,kfɛstjɔnɔvat͡ɕ,kɛssjɔnəʀ,question,to question,0.5714285714285714,0.3333333333333333,0.2517361111111111,0.2777777777777778,2.2604166666666665,0.2743055555555556,6,-2.8865623,0.65364206,0.7010278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10575,karmel,caramel,karmɛl,kaʀaməl,caramel,caramel,0.4285714285714285,0.1428571428571428,0.1577380952380952,0.1845238095238095,1.375,0.1726190476190476,2,-3.9284554,0.8633436,0.74483365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10604,paroksyzm,paroxysme,parɔksɨzm,paʀɔɡzism,paroxysm,climax,0.5555555555555556,0.0,0.037037037037037,0.0462962962962963,0.3472222222222222,0.037037037037037,4,-0.7359788,0.9068007,0.9236281999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10612,aneroid,anéroïde,anɛrɔjt,aneʀoid,aneroid,aneroid,0.7142857142857143,0.1428571428571428,0.0535714285714285,0.0714285714285714,0.7142857142857143,0.0535714285714285,3,-4.918723,0.9081353999999999,0.70522356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10631,bera,beurré,bɛra,bœʀʀe,the same,butter,0.8,0.2,0.225,0.2666666666666667,2.025,0.25,3,-1.3773391000000001,0.85146534,0.7262218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10634,aluzja,allusion,aluzja,alysjɔ̃,allusion,allusion,0.5714285714285714,0.0,0.0486111111111111,0.0486111111111111,0.5,0.0486111111111111,5,-4.1035895,0.8296789000000001,0.14459439999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10635,ekwipować,équiper,ɛkfipɔvat͡ɕ,ekipəʀ,equip,equip,0.7272727272727273,0.4444444444444444,0.3356481481481481,0.3703703703703704,2.9305555555555562,0.3657407407407407,7,-0.5642946999999999,0.8835610999999999,0.53113693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10646,cyrkulacja,circulation,t͡sɨrkulat͡sja,siʀkylasjɔ̃,circulation,circulation,0.6428571428571429,0.2,0.0625,0.0708333333333333,0.8125,0.0625,6,1.6264277,0.635776,0.58006966,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10652,polonez,danse polonaise,pɔlɔnɛs,dɑ̃sə pɔlɔnɛz,Polish,polish dance,0.5384615384615384,0.3636363636363636,0.3314393939393939,0.3674242424242424,2.659090909090909,0.3674242424242424,10,-19.18608,0.7929345,0.67281216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10770,ekwiwalent,équivalent,ɛkfivalɛnt,ekivalɑ̃,equivalent,equivalent,0.5,0.3,0.2979166666666666,0.325,2.4,0.3229166666666667,4,-5.0822389999999995,0.7570393,0.56120133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10797,propozycja,proposition,prɔpɔzɨt͡sja,pʀɔpɔzisjɔ̃,proposal,proposition,0.5,0.1,0.05,0.0583333333333333,0.6125,0.05,6,-2.1739482999999997,0.7268627,0.6141493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10864,pęseta,pincette,pɛ̃sɛta,pɛ̃sɛt,pęseta,tweezers,0.1428571428571428,0.1666666666666666,0.1493055555555555,0.1666666666666666,1.2083333333333333,0.1666666666666666,5,-1.1106213,0.85506135,0.61679554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10868,mediacja,médiation,mɛdjat͡sja,medjasjɔ̃,mediation,mediation,0.5,0.125,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,5,-0.26924852,0.64747274,0.5829880999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10921,irytacja,irritation,irɨtat͡sja,iʀʀitasjɔ̃,irritation,irritation,0.7,0.2222222222222222,0.1527777777777778,0.1759259259259259,1.4861111111111112,0.1666666666666666,6,-1.5180056999999998,0.6356791,0.30140272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10925,pąs,ponceau,pɔ̃s,pɔ̃so,crimson,culvert,0.2,0.25,0.2239583333333333,0.25,1.8125,0.25,6,-4.320696,0.83309025,0.60907745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10956,kropierz,croupière,krɔpjɛʂ,kʀupjə̀ʀ,sprinkle,croupier,0.625,0.1428571428571428,0.0773809523809523,0.0952380952380952,1.0357142857142858,0.0773809523809523,4,-3.1030279999999997,0.73960453,0.7303149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
10994,alienacja,aliénation,aljɛnat͡sja,aljenasjɔ̃,alienation,alienation,0.4545454545454545,0.1111111111111111,0.037037037037037,0.037037037037037,0.4444444444444444,0.037037037037037,5,-0.74716634,0.70834315,0.5793693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11079,hala,halle,xala,al,hala,halle,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,2,-6.070498000000001,0.7978305,0.7226501000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11126,dubler,doblier,dublɛr,dɔbljəʀ,dubler,doblier,0.5714285714285714,0.1428571428571428,0.1755952380952381,0.2023809523809523,1.5535714285714286,0.1904761904761905,2,-5.920866,0.9085752,0.7290098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11134,anchois,anchoia,anxɔjs,ɑ̃ʃwaja,anchovy,anchoia,0.8571428571428571,0.5,0.173611111111111,0.1875,3.4166666666666665,0.173611111111111,1,-1.9452071,0.9352014000000001,0.6091416999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11174,patrol,patrouille,patrɔl,patʀujl,patrol,patrol,0.4285714285714285,0.1428571428571428,0.1696428571428571,0.1964285714285714,1.4821428571428572,0.1845238095238095,4,-2.8771899,0.3731897,0.85780954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11180,dyżur,de jour,dɨʐur,də ʒuʀ,duty,by day,0.6666666666666666,0.0,0.0583333333333333,0.075,0.575,0.0583333333333333,4,-3.0856037,0.7729085,0.4468397,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11277,kompania,compagnie,kɔmpaɲa,kɔ̃paɲi,company,compagnie,0.2857142857142857,0.1428571428571428,0.1458333333333333,0.1607142857142857,1.25,0.1607142857142857,3,-2.553645,0.83008283,0.81820756,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11307,fleksja,flexion,flɛksja,flɛksjɔ̃,flex,flexion,0.25,0.0,0.0297619047619047,0.0297619047619047,0.3214285714285714,0.0297619047619047,4,-3.9812784,0.86409545,0.54913384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11363,genialny,génial,ɡɛɲalnɨ,ʒenjal,brilliant,awesome,0.8571428571428571,0.5714285714285714,0.2619047619047619,0.2976190476190475,3.3035714285714284,0.2767857142857143,3,-5.2636647000000005,0.88557774,0.47828656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11369,omlet,omelette,ɔmlɛt,ɔməlɛt,omelette,omelette,0.1666666666666666,0.1666666666666666,0.1493055555555555,0.1666666666666666,1.2083333333333333,0.1666666666666666,3,-2.5723727000000003,0.8950947,0.7269302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11422,dewolaj,de volaille,dɛvɔlaj,də vɔlel,dewolaj,Poultry,0.5,0.0,0.0446428571428571,0.0476190476190476,0.7321428571428571,0.0446428571428571,6,-2.588754,0.8659979999999999,0.09894429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11440,bagnet,baïonnette,baɡnɛt,baiɔnɛt,bayonet,bayonet,0.2857142857142857,0.2857142857142857,0.1636904761904762,0.1845238095238095,2.1607142857142856,0.1785714285714285,5,-6.499685299999999,0.8276309999999999,0.7548096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11496,cykl,cycle,t͡sɨkl,sikl,cycle,cycle,0.5,0.25,0.03125,0.03125,0.5,0.03125,2,-1.6319746000000002,0.69097966,0.8004306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11576,systematyczny,systématique,sɨstɛmatɨt͡ʂnɨ,sistematik,systematic,systematic,0.5714285714285714,0.3076923076923077,0.2339743589743589,0.2564102564102564,1.9326923076923082,0.2548076923076923,6,-4.3651542999999995,0.8079356,0.5630951999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11639,mastektomia,mastectomie,mastɛktɔmja,mastɛktɔmi,mastectomy,mastectomy,0.1818181818181818,0.0909090909090909,0.0890151515151515,0.0984848484848484,0.75,0.0984848484848484,2,-6.2504864,0.9557382,0.92415464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11671,antrepryza,entreprise,antrɛprɨza,ɑ̃tʀɛpʀiz,contractor,business,0.6,0.2,0.2291666666666666,0.2666666666666667,2.0,0.2479166666666667,4,-4.2272167000000005,0.545714,0.62297577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11717,sceptyk,sceptique,st͡sɛptɨk,sɛptik,skeptic,skeptical,0.4444444444444444,0.1428571428571428,0.1369047619047619,0.1488095238095238,1.1071428571428572,0.1488095238095238,4,-4.019407,0.86493105,0.9098646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11768,aerodynamika,aérodynamique,aɛrɔdɨnamika,aeʀɔdinamik,aerodynamics,aerodynamic,0.3333333333333333,0.0833333333333333,0.0954861111111111,0.1111111111111111,0.8229166666666666,0.1041666666666666,4,-5.777057599999999,0.89119875,0.73543125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11788,ekstrawagancki,extravagant,ɛkstravaɡant͡skʲi,ɛkstʀavaɡɑ̃,extravagant,extravagant,0.5294117647058824,0.2857142857142857,0.2782738095238095,0.3125,2.294642857142857,0.3050595238095238,6,-10.118252,0.9128823,0.8428585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11799,jury,ajurie,jurɨ,aʒyʀi,jury,ajurie,1.0,0.4,0.2666666666666667,0.3083333333333333,2.7,0.2833333333333334,3,-10.63227,0.40786290000000003,0.6909405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11800,predyspozycja,prédisposition,prɛdɨspɔzɨt͡sja,pʀedispɔzisjɔ̃,predisposition,predisposition,0.5333333333333333,0.0769230769230769,0.0448717948717948,0.0512820512820512,0.5288461538461539,0.0448717948717948,8,-5.31952,0.82404965,0.5986965999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11878,guwernantka,gouvernante,ɡuvɛrnantka,ɡuvɛʀnɑ̃t,guwernantka,governess,0.4545454545454545,0.2727272727272727,0.2708333333333333,0.3068181818181818,2.261363636363636,0.2973484848484848,4,-1.2052530000000001,0.8791974,0.71406186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11932,profilaktyka,prophylactique,prɔfilaktɨka,pʀɔfilaktik,prevention,prophylactic,0.25,0.0833333333333333,0.0920138888888889,0.1076388888888889,0.8020833333333334,0.1006944444444444,8,-1.9809313000000002,0.8390880999999999,0.21943285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11942,anestetyk,anesthésique,anɛstɛtɨk,anɛstezik,anesthetic,anesthetic,0.3333333333333333,0.0,0.0185185185185185,0.0185185185185185,0.2222222222222222,0.0185185185185185,7,-9.611013,0.9036373,0.6399362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
11954,halucynacja,hallucination,xalut͡sɨnat͡sja,alyzinasjɔ̃,hallucination,hallucination,0.6666666666666666,0.2727272727272727,0.1268939393939394,0.1363636363636363,1.25,0.1363636363636363,6,-11.5715275,0.8429251,0.55094457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
12001,wizjoner,visionnaire,vizjɔnɛr,visjɔnɛʀ,visionary,visionary,0.25,0.0,0.0260416666666666,0.0364583333333333,0.265625,0.0260416666666666,7,-1.463015,0.7935982,0.79325426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
12006,hazard,hasart,xazart,azaʀ,hazard,hasart,0.5,0.3333333333333333,0.3298611111111111,0.375,2.7291666666666665,0.3611111111111111,2,-3.1244187,0.71585643,0.7491336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
12042,plener,en plein air,plɛnɛr,ən pləin ɛʀ,outdoor,en plein air,0.6363636363636364,0.3333333333333333,0.324074074074074,0.3657407407407407,2.6805555555555562,0.3564814814814814,7,-21.309788,0.8207673000000001,0.70419157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
12175,autarkizm,autarcisme,aftarkʲizm,otaʀsism,autarkizm,self-sufficiency,0.6,0.2222222222222222,0.1597222222222222,0.1805555555555555,1.5,0.1689814814814815,3,-6.5111084,0.94778484,0.90362185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
12296,bakarat,baccara,bakarat,bakkaʀa,Bakrat,baccarat,0.4285714285714285,0.2857142857142857,0.17559523809523803,0.2202380952380952,2.3392857142857144,0.17559523809523803,3,-5.3939322999999995,0.8945354,0.7341842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
12315,arszenik,arsenic,arʂɛɲik,aʀsənik,arsenic,arsenic,0.5714285714285714,0.0,0.056547619047619,0.0714285714285714,0.6428571428571429,0.056547619047619,2,-1.8884493999999998,0.78919214,0.6296613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
