loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
apatia,apparat,apatja,apaʀa,scams,device,0.3333333333333333,0.1666666666666666,0.1770833333333333,0.1944444444444444,1.75,0.1909722222222222,4,Latin,Latin,hard_negative
apatyk,apathie,apatɨk,apati,apathetic,apathy,0.3333333333333333,0.1666666666666666,0.15625,0.1736111111111111,1.2916666666666667,0.1736111111111111,3,Latin,Latin,hard_negative
apel,carpelle,apɛl,kaʀpɛl,call,carpelle,0.3333333333333333,0.3333333333333333,0.2951388888888889,0.3333333333333333,2.4166666666666665,0.3333333333333333,4,Latin,Latin,hard_negative
apercepcja,perceptible,apɛrt͡sɛpt͡sja,pɛʀsɛptibl,apperception,perceptible,0.5714285714285714,0.6,0.24375,0.2833333333333333,2.675,0.2645833333333333,6,Latin,Latin,hard_negative
aperitif,aplitique,apɛritif,aplitik,aperitif,aplitic,0.375,0.25,0.15625,0.1822916666666666,1.484375,0.1692708333333333,5,Latin,Latin,hard_negative
apertura,apostat,apɛrtura,apɔsta,opening,apostate,0.5,0.375,0.2473958333333333,0.2916666666666666,2.34375,0.28125,5,Latin,Latin,hard_negative
aplikacja,applicage,aplikat͡sja,aplikaʒ,app,applicage,0.4545454545454545,0.3333333333333333,0.2222222222222222,0.2453703703703703,1.8888888888888888,0.2430555555555555,5,Latin,Latin,hard_negative
apofonia,apologie,apɔfɔɲa,apɔlɔʒi,apofonia,apology,0.4285714285714285,0.2857142857142857,0.0803571428571428,0.0892857142857143,1.375,0.0803571428571428,3,Latin,Latin,hard_negative
aport,apostat,apɔrt,apɔsta,contribution,apostate,0.3333333333333333,0.3333333333333333,0.1770833333333333,0.2083333333333333,1.75,0.1944444444444444,3,Latin,Latin,hard_negative
aposjopeza,apostat,apɔsjɔpɛza,apɔsta,aposjopeza,apostate,0.5,0.4,0.3666666666666667,0.4083333333333333,3.0125,0.4083333333333333,6,Latin,Latin,hard_negative
apozjopeza,approvisionneuse,apɔzjɔpɛza,apʀɔvisjɔnœz,apozjopeza,supplier,0.5833333333333334,0.4166666666666667,0.2482638888888888,0.2777777777777778,2.802083333333333,0.265625,11,Latin,Latin,hard_negative
aprobatywny,acrobate,aprɔbatɨvnɨ,akʀɔbat,approving,acrobat,0.5454545454545454,0.4545454545454545,0.3598484848484848,0.4015151515151514,2.988636363636364,0.3939393939393939,5,Latin,Latin,hard_negative
aproksymacja,acclimatation,aprɔksɨmat͡sja,akklimatasjɔ̃,approximation,acclimatization,0.5714285714285714,0.5,0.1666666666666666,0.1875,2.802083333333333,0.1666666666666666,11,Latin,Latin,hard_negative
aprosza,aplanat,aprɔʂa,aplana,aprosza,flattened,0.5,0.1666666666666666,0.0833333333333333,0.0972222222222222,1.25,0.0833333333333333,5,Latin,Latin,hard_negative
aprowizacja,arborisation,aprɔvizat͡sja,aʀbɔʀizasjɔ̃,provisioning,arborisation,0.5384615384615384,0.3636363636363636,0.0946969696969697,0.1098484848484848,1.6136363636363635,0.0946969696969697,8,Latin,Latin,hard_negative
ar,abbaye,ar,ab,ar,abbey,0.5,0.5,0.1354166666666666,0.1875,2.5625,0.1354166666666666,5,Latin,Latin,hard_negative
arabeska,Lazarescu,arabɛska,lazaʀɛsky,arabeska,Lazarescu,0.4444444444444444,0.3333333333333333,0.1597222222222222,0.1805555555555555,1.8888888888888888,0.1689814814814815,5,Latin,Latin,hard_negative
aranżer,aastais,aranʐɛr,aastɛ,arranger,years,0.5714285714285714,0.4285714285714285,0.2797619047619047,0.3273809523809524,2.857142857142857,0.3273809523809524,6,Latin,Latin,hard_negative
aranżować,adénomatose,aranʐɔvat͡ɕ,adenɔmatɔz,arrange,adenomatosis,0.5454545454545454,0.5,0.2166666666666667,0.2416666666666666,2.5875,0.2270833333333333,8,Latin,Latin,hard_negative
arbalet,ablette,arbalɛt,ablɛt,crossbow,ablette,0.2857142857142857,0.2857142857142857,0.2470238095238095,0.2857142857142857,2.071428571428572,0.2857142857142857,4,Latin,Latin,hard_negative
arbitraż,abattage,arbitraʂ,abataʒ,arbitration,slaughter,0.5,0.25,0.2291666666666666,0.2708333333333333,2.0,0.2708333333333333,5,Latin,Latin,hard_negative
arden,achaine,ardɛn,aʃɛn,arden,achaine,0.4,0.2,0.2,0.2333333333333333,1.85,0.2333333333333333,5,Latin,Latin,hard_negative
argot,agate,arɡɔt,aɡat,slang,agate,0.4,0.2,0.2,0.2333333333333333,1.8,0.2333333333333333,3,Latin,Latin,hard_negative
ariergarda,espada,arjɛrɡarda,ɛspada,rear,espada,0.6,0.6,0.3833333333333333,0.4458333333333334,3.45,0.4375,6,Latin,Latin,hard_negative
arierscena,attestataire,arjɛrst͡sɛna,atɛstatɛʀ,arierscena,attester,0.5833333333333334,0.6,0.23125,0.2791666666666667,3.075,0.2395833333333333,9,Latin,Latin,hard_negative
arkabuz,accabler,arkabus,akkabləʀ,back ice,overwhelm,0.5,0.375,0.2057291666666666,0.234375,2.3125,0.2161458333333333,5,Latin,Latin,hard_negative
arkada,Abdallah,arkada,abdala,at the back,Abdallah,0.5,0.5,0.1041666666666666,0.125,1.8333333333333333,0.1041666666666666,6,Latin,Latin,hard_negative
arkatura,acathisie,arkatura,akatizi,arakatura,acathisie,0.5,0.25,0.1458333333333333,0.1770833333333333,1.59375,0.1666666666666666,7,Latin,Latin,hard_negative
arkebuz,abbesse,arkɛbus,abɛs,archeice,abbess,0.5714285714285714,0.4285714285714285,0.4047619047619047,0.4583333333333333,3.4285714285714284,0.4583333333333333,5,Latin,Latin,hard_negative
arkebuza,Arquisat,arkɛbuza,aʀkiza,arkebuza,Archisat,0.5,0.25,0.2552083333333333,0.2916666666666666,2.140625,0.28125,7,Latin,Latin,hard_negative
arkebuzer,argousin,arkɛbuzɛr,aʀɡuzɛ̃,arkebuzer,argousin,0.5555555555555556,0.3333333333333333,0.3194444444444444,0.3703703703703704,2.708333333333333,0.361111111111111,6,Latin,Latin,hard_negative
arkoza,Arquisat,arkɔza,aʀkiza,arkoza,Archisat,0.3333333333333333,0.0,0.0555555555555555,0.0694444444444444,0.6041666666666666,0.0555555555555555,6,Latin,Latin,hard_negative
arlekin,catalectique,arlɛkʲin,katalɛktik,harlequin,catalectique,0.5,0.6,0.3270833333333333,0.3666666666666667,3.1375,0.3562499999999999,8,Latin,Latin,hard_negative
arlekinada,à dessein de,arlɛkʲinada,a dɛsəin d,harlequinada,on purpose to,0.5454545454545454,0.6,0.2666666666666667,0.3,3.3875,0.2916666666666667,8,Latin,Latin,hard_negative
armaniak,hamac,armaɲak,amak,armies,hammock,0.4285714285714285,0.4285714285714285,0.375,0.4285714285714285,3.107142857142857,0.4285714285714285,6,Latin,Latin,hard_negative
armator,maton,armatɔr,matɔ̃,shipowner,maton,0.4285714285714285,0.4285714285714285,0.3720238095238096,0.4345238095238095,3.1785714285714284,0.4345238095238095,3,Latin,Latin,hard_negative
arogant,agate,arɔɡant,aɡat,arrogant,agate,0.4285714285714285,0.4285714285714285,0.3779761904761905,0.4285714285714285,3.107142857142857,0.4285714285714285,4,Latin,Latin,hard_negative
arras,adjacent,arras,adʒasɑ̃,arras,adjacent,0.5714285714285714,0.5,0.2083333333333333,0.2569444444444445,2.5,0.2291666666666666,6,Latin,Latin,hard_negative
arsenał,anational,arsɛnaw,anasjɔnal,arsenal,anational,0.5555555555555556,0.3333333333333333,0.2662037037037037,0.3009259259259259,2.625,0.2893518518518518,6,Latin,Latin,hard_negative
arszenik,athrepsique,arʂɛɲik,atʀɛpsik,arsenic,athrapsique,0.5,0.5,0.1979166666666666,0.2239583333333333,2.421875,0.2083333333333333,8,Latin,Latin,hard_negative
art déco,chute de tension,art dɛ́t͡sɔ,ʃytə də tɑ̃sjɔ̃,art Deco,pressure drop,0.6,0.5454545454545454,0.3977272727272727,0.4431818181818183,3.613636363636364,0.4337121212121211,12,Latin,Latin,hard_negative
artykułować,acousmatique,artɨkuwɔvat͡ɕ,akusmatik,articulate,acousmatic,0.6153846153846154,0.5454545454545454,0.2840909090909091,0.3181818181818181,3.011363636363636,0.3087121212121212,11,Latin,Latin,hard_negative
artyleria,à terme,artɨlɛrja,a tɛʀm,artillery,term,0.6666666666666666,0.5555555555555556,0.4351851851851852,0.5,3.986111111111111,0.4907407407407407,6,Latin,Latin,hard_negative
artysta,aérostat,artɨsta,aeʀɔsta,artist,aerostat,0.4285714285714285,0.2857142857142857,0.0982142857142857,0.125,1.7678571428571428,0.0982142857142857,4,Latin,Latin,hard_negative
arymaż,àmha,arɨmaʂ,ama,trim,ámha,0.5,0.5,0.4409722222222222,0.5,3.625,0.5,5,Latin,Latin,hard_negative
arystokracja,adénoassocié,arɨstɔkrat͡sja,adenɔasɔsje,aristocracy,adenoassociated,0.6428571428571429,0.5,0.1770833333333333,0.2013888888888888,2.59375,0.1840277777777778,10,Latin,Latin,hard_negative
arystokrata,aristodémocratie,arɨstɔkrata,aʀistɔdemɔkʀati,aristocrat,aristodemocracy,0.5333333333333333,0.2666666666666666,0.2708333333333333,0.3083333333333333,2.283333333333333,0.2972222222222222,8,Latin,Latin,hard_negative
arywista,adéquiste,arɨvista,adekist,climber,ADQ,0.5,0.375,0.1770833333333333,0.203125,1.953125,0.1901041666666666,5,Latin,Latin,hard_negative
arywizm,malavisément,arɨvizm,malavizemɑ̃,arivism,misguidedly,0.5454545454545454,0.3,0.2916666666666667,0.3333333333333333,2.475,0.325,9,Latin,Latin,hard_negative
as,hass,as,as,as,hass,0.0,0.0,0.0,0.0,0.0,0.0,2,Latin,Latin,hard_negative
asambl,arable,asambl,aʀabl,assembly,arable,0.3333333333333333,0.3333333333333333,0.1909722222222222,0.2152777777777778,1.8958333333333333,0.2083333333333333,3,Latin,Latin,hard_negative
asamblaż,arable,asamblaʂ,aʀabl,assembly,arable,0.5,0.5,0.3697916666666667,0.4114583333333333,3.234375,0.40625,4,Latin,Latin,hard_negative
ascedent,studette,ast͡sɛdɛnt,stydɛt,ascendant,studette,0.5,0.375,0.2526041666666667,0.2760416666666667,2.09375,0.2760416666666667,5,Latin,Latin,hard_negative
ascendent,astronaute,ast͡sɛndɛnt,astʀɔnot,ascending,astronaut,0.5454545454545454,0.4444444444444444,0.1898148148148148,0.2129629629629629,2.680555555555556,0.199074074074074,7,Latin,Latin,hard_negative
asceta,aérostat,ast͡sɛta,aeʀɔsta,ascetic,aerostat,0.5,0.4285714285714285,0.2232142857142857,0.25,2.946428571428572,0.2351190476190476,5,Latin,Latin,hard_negative
ascetyzm,asbestose,ast͡sɛtɨzm,asbɛstɔz,asceticism,asbestosis,0.5,0.375,0.1458333333333333,0.1666666666666666,2.203125,0.1458333333333333,5,Latin,Latin,hard_negative
asceza,astuce,ast͡sɛza,astyz,asceticism,trick,0.5,0.3333333333333333,0.1840277777777778,0.2013888888888888,1.5833333333333333,0.2013888888888888,4,Latin,Latin,hard_negative
asenizować,anisogame,asɛɲizɔvat͡ɕ,anizɔɡam,sanitize,anisogame,0.5833333333333334,0.4,0.2541666666666666,0.2791666666666667,2.4625,0.2729166666666666,6,Latin,Latin,hard_negative
asertywny,asservir,asɛrtɨvnɨ,asɛʀviʀ,assertive,enslave,0.5555555555555556,0.4444444444444444,0.2708333333333333,0.3101851851851852,2.5277777777777777,0.2893518518518518,6,Latin,Latin,hard_negative
asfalt,Abdallah,asfalt,abdala,asphalt,Abdallah,0.5,0.5,0.125,0.1458333333333333,2.270833333333333,0.125,6,Latin,Latin,hard_negative
asocjatywny,associateur,asɔt͡sjatɨvnɨ,asɔsjatœʀ,associative,associator,0.4615384615384615,0.3636363636363636,0.2064393939393939,0.2272727272727272,1.9204545454545452,0.2215909090909091,6,Latin,Latin,hard_negative
asonacja,adénoassocié,asɔnat͡sja,adenɔasɔsje,assonance,adenoassociated,0.5454545454545454,0.3636363636363636,0.2765151515151515,0.303030303030303,2.386363636363636,0.303030303030303,8,Latin,Latin,hard_negative
asonans,ananas,asɔnans,anana,Assonance,pineapple,0.4285714285714285,0.4285714285714285,0.3035714285714285,0.3333333333333333,2.857142857142857,0.3303571428571428,3,Latin,Latin,hard_negative
asortyment,anatomiste,asɔrtɨmɛnt,anatɔmist,assortment,anatomist,0.6,0.3,0.1541666666666666,0.1708333333333333,1.85,0.1708333333333333,7,Latin,Latin,hard_negative
aspirant,aplanat,aspirant,aplana,aspirant,flattened,0.5,0.375,0.2864583333333333,0.328125,3.09375,0.3098958333333333,4,Latin,Latin,hard_negative
assemblage,accessible,assɛmblaɡɛ,aksɛsibl,assemblage,accessible,0.6,0.6,0.2625,0.2916666666666666,2.85,0.2833333333333333,7,Latin,Latin,hard_negative
astygmatyzm,apragmatisme,astɨɡmatɨzm,apʀaɡmatism,astigmatism,apragmatism,0.4545454545454545,0.1818181818181818,0.0587121212121212,0.0643939393939393,0.8636363636363636,0.0587121212121212,6,Latin,Latin,hard_negative
asybilacja,assimilatif,asɨbilat͡sja,asimilatif,assimilation,assimilative,0.5,0.4,0.05625,0.0666666666666666,1.3625,0.05625,6,Latin,Latin,hard_negative
asystencja,assainisseur,asɨstɛnt͡sja,asɛnisœʀ,assistance,freshener,0.5833333333333334,0.5,0.2645833333333333,0.2916666666666666,2.975,0.2812499999999999,9,Latin,Latin,hard_negative
asystent,aastais,asɨstɛnt,aastɛ,assistant,years,0.5,0.375,0.3593749999999999,0.390625,2.90625,0.390625,5,Latin,Latin,hard_negative
atak,hamac,atak,amak,attack,hammock,0.25,0.25,0.0572916666666666,0.0625,0.96875,0.0572916666666666,3,Latin,Latin,hard_negative
atakować,atactique,atakɔvat͡ɕ,ataktik,attack,atactic,0.5,0.25,0.1666666666666666,0.1875,1.546875,0.1796874999999999,6,Latin,Latin,hard_negative
ataksja,Ajaccienne,ataksja,aʒaksjɛn,ataxia,Ajaccian,0.375,0.125,0.1458333333333333,0.15625,1.25,0.15625,9,Latin,Latin,hard_negative
atandrysować,éthanolate,atandrɨsɔvat͡ɕ,etanɔlat,streak,ethanolate,0.5714285714285714,0.4166666666666667,0.3315972222222222,0.3715277777777778,2.9166666666666665,0.3680555555555556,9,Latin,Latin,hard_negative
ataszat,catabatique,ataʂat,katabatik,attache,catabatique,0.4444444444444444,0.4444444444444444,0.3240740740740741,0.3611111111111111,2.736111111111111,0.3587962962962963,7,Latin,Latin,hard_negative
atawizm,acathisie,atavizm,akatizi,atavism,acathisie,0.4285714285714285,0.4285714285714285,0.0982142857142857,0.1130952380952381,1.6428571428571428,0.0982142857142857,6,Latin,Latin,hard_negative
ateizm,à terme,atɛjzm,a tɛʀm,atheism,term,0.5,0.1666666666666666,0.1770833333333333,0.1944444444444444,1.75,0.1909722222222222,5,Latin,Latin,hard_negative
atelier,hôtelier,atɛljɛr,otɛljəʀ,atelier,hotelier,0.4285714285714285,0.0,0.0476190476190476,0.0595238095238095,0.5535714285714286,0.0476190476190476,2,Latin,Latin,hard_negative
atentat,attestataire,atɛntat,atɛstatɛʀ,attempt,attester,0.3333333333333333,0.3333333333333333,0.2152777777777778,0.2407407407407407,2.0277777777777777,0.2407407407407407,6,Latin,Latin,hard_negative
atestacja,attestataire,atɛstat͡sja,atɛstatɛʀ,attestation,attester,0.3636363636363636,0.3333333333333333,0.0439814814814814,0.0555555555555555,1.0,0.0439814814814814,6,Latin,Latin,hard_negative
atetoza,athétosique,atɛtɔza,atetɔzik,atetoza,athetoid,0.375,0.125,0.1276041666666666,0.140625,1.0625,0.140625,7,Latin,Latin,hard_negative
atletyka,ablette,atlɛtɨka,ablɛt,athletics,ablette,0.5,0.5,0.3541666666666667,0.3958333333333333,2.890625,0.3932291666666666,4,Latin,Latin,hard_negative
atmosfera,satisfaisable,atmɔsfɛra,satisfɛzabl,atmosphere,satisfaisable,0.5454545454545454,0.4545454545454545,0.2727272727272727,0.3106060606060606,3.0681818181818183,0.2897727272727273,9,Latin,Latin,hard_negative
atom,Hathor,atɔm,atɔʀ,atom,Hathor,0.25,0.25,0.0572916666666666,0.0625,0.8125,0.0572916666666666,3,Latin,Latin,hard_negative
atrakcja,atactique,atrakt͡sja,ataktik,attraction,atactic,0.5,0.5,0.1666666666666666,0.1979166666666666,2.40625,0.1875,7,Latin,Latin,hard_negative
atrapa,rattrapage,atrapa,ʀatʀapaʒ,catches,catch-up,0.375,0.25,0.2447916666666666,0.28125,2.046875,0.2708333333333333,4,Latin,Latin,hard_negative
atropina,abdominal,atrɔpina,abdɔminal,atropine,abdominal,0.4444444444444444,0.4444444444444444,0.1504629629629629,0.1712962962962962,1.7083333333333333,0.1597222222222222,4,Latin,Latin,hard_negative
atrybut,attributif,atrɨbut,atʀibytif,attribute,attributif,0.5555555555555556,0.2222222222222222,0.2291666666666666,0.2592592592592593,1.930555555555556,0.25,4,Latin,Latin,hard_negative
attaché,attestataire,attaxɛ́,atɛstatɛʀ,attaché,attester,0.4444444444444444,0.4444444444444444,0.324074074074074,0.3611111111111111,2.763888888888889,0.3587962962962963,8,Latin,Latin,hard_negative
attyka,artocarpe,attɨka,aʀtɔkaʀp,attic,artocarpe,0.5,0.375,0.2734375,0.3072916666666666,2.609375,0.3020833333333333,6,Latin,Latin,hard_negative
atut,à toute,atut,a tut,advantage,See you later,0.2,0.0,0.0,0.0,0.0,0.0,4,Latin,Latin,hard_negative
audytywny,activer,avdɨtɨvnɨ,aktivəʀ,auditory,enable,0.6666666666666666,0.5555555555555556,0.287037037037037,0.324074074074074,2.805555555555556,0.3078703703703704,7,Latin,Latin,hard_negative
augmentatyw,acceptatif,avɡmɛntatɨf,aksɛptatif,augmentative,accepting,0.4545454545454545,0.2727272727272727,0.1363636363636363,0.1477272727272727,1.5227272727272727,0.1439393939393939,6,Latin,Latin,hard_negative
autarkizm,atactique,aftarkʲizm,ataktik,autarkizm,atactic,0.5,0.5555555555555556,0.2824074074074074,0.3194444444444444,2.763888888888889,0.3032407407407407,6,Latin,Latin,hard_negative
autocykl,aphrodisiaque,aftɔt͡sɨkl,afʀɔdisjak,autocycle,aphrodisiac,0.6,0.5,0.2666666666666667,0.2958333333333333,2.8125,0.2875,11,Latin,Latin,hard_negative
autokrata,artocarpe,aftɔkrata,aʀtɔkaʀp,the autocrat,artocarpe,0.4444444444444444,0.4444444444444444,0.1898148148148148,0.2222222222222222,2.680555555555556,0.2060185185185185,6,Latin,Latin,hard_negative
automatyczny,automatophone,aftɔmatɨt͡ʂnɨ,otɔmatɔfɔn,automatic,automatophone,0.5384615384615384,0.3333333333333333,0.2152777777777778,0.2395833333333333,2.3125,0.2309027777777778,5,Latin,Latin,hard_negative
automatyzm,adénomatose,aftɔmatɨzm,adenɔmatɔz,automatism,adenomatosis,0.5,0.4,0.225,0.25,2.1,0.2458333333333333,6,Latin,Latin,hard_negative
automobil,accumobile,aftɔmɔbil,akkymɔbil,car,accumulate,0.3333333333333333,0.2222222222222222,0.0648148148148148,0.0694444444444444,0.7777777777777778,0.0648148148148148,4,Latin,Latin,hard_negative
autorytet,magnétocassette,aftɔrɨtɛt,maɲetɔkasɛt,authority,tape recorder,0.5454545454545454,0.3636363636363636,0.231060606060606,0.2651515151515151,2.522727272727273,0.25,10,Latin,Latin,hard_negative
autoryzacja,aphrodisiaque,aftɔrɨzat͡sja,afʀɔdisjak,authorization,aphrodisiac,0.6153846153846154,0.3636363636363636,0.196969696969697,0.2272727272727272,2.5795454545454546,0.2045454545454545,10,Latin,Latin,hard_negative
autoryzować,aristodémocratie,aftɔrɨzɔvat͡ɕ,aʀistɔdemɔkʀati,authorize,aristodemocracy,0.6666666666666666,0.6,0.3027777777777778,0.3444444444444444,3.0,0.3319444444444444,11,Latin,Latin,hard_negative
autotransformator,adénomatose,aftɔtransfɔrmatɔr,adenɔmatɔz,autotransformator,adenomatosis,0.5882352941176471,0.4705882352941176,0.3786764705882353,0.4289215686274509,3.2058823529411766,0.4240196078431372,11,Latin,Latin,hard_negative
awal,val,aval,val,early,val,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,2,Latin,Latin,hard_negative
awalansza,aplanat,avalanʂa,aplana,awalansza,flattened,0.375,0.25,0.2395833333333333,0.265625,1.984375,0.2630208333333333,5,Latin,Latin,hard_negative
awangarda,ananas,avanɡarda,anana,van,pineapple,0.5555555555555556,0.5555555555555556,0.4027777777777778,0.4537037037037036,3.5,0.4537037037037036,5,Latin,Latin,hard_negative
awania,ananas,avaɲa,anana,awania,pineapple,0.4,0.2,0.0791666666666666,0.0916666666666666,1.275,0.0791666666666666,3,Latin,Latin,hard_negative
awanport,athanor,avanpɔrt,atanɔʀ,Bubble RT,athanor,0.5,0.375,0.2734375,0.3125,2.359375,0.296875,4,Latin,Latin,hard_negative
awans,ananas,avans,anana,promotion,pineapple,0.4,0.4,0.1125,0.1333333333333333,2.5,0.1125,2,Latin,Latin,hard_negative
awanscena,aastais,avanst͡sɛna,aastɛ,awanscena,years,0.5454545454545454,0.5555555555555556,0.4097222222222222,0.449074074074074,3.2777777777777777,0.449074074074074,6,Latin,Latin,hard_negative
awantaż,abattage,avantaʂ,abataʒ,awantaż,slaughter,0.4285714285714285,0.1428571428571428,0.1517857142857142,0.1666666666666666,1.2678571428571428,0.1636904761904762,4,Latin,Latin,hard_negative
awantura,ananas,avantura,anana,row,pineapple,0.5,0.5,0.3619791666666667,0.4114583333333333,3.3125,0.40625,5,Latin,Latin,hard_negative
awanturyn,alaterne,avanturɨn,alatɛʀn,adventurer,the alates,0.5555555555555556,0.3333333333333333,0.261574074074074,0.3009259259259259,2.486111111111111,0.287037037037037,5,Latin,Latin,hard_negative
awen,achaine,avɛn,aʃɛn,ash,achaine,0.25,0.25,0.0520833333333333,0.0625,0.5,0.0520833333333333,5,Latin,Latin,hard_negative
awenturyn,avertissement,avɛnturɨn,avɛʀtisəmɑ̃,awenturyn,Warning,0.6363636363636364,0.4,0.1604166666666666,0.1875,1.725,0.1729166666666666,9,Latin,Latin,hard_negative
