,loan_word,original_word,loan_word_ipas,original_word_ipas,Fast Levenshtein,Dolgo Prime Distance,Feature Edit Distance,Hamming Feature Distance,Weighted Feature Distance,Fast Levenshtein Distance Div Maxlen,label
103,बालिश,बालिश,"['/bɑː.lɪʃ/', '[bäː.l̪ɪʃ]', '/bɑː.li.ɕɐ/', '/ˈbɑː.l̪i.ɕɐ/']","['/bɑː.lɪʃ/', '[bäː.l̪ɪʃ]', '/bɑː.li.ɕɐ/', '/ˈbɑː.l̪i.ɕɐ/']",0,0,0.0,0.0,0.0,0.0,1
104,निकाह,نکاح,"['/nɪ.kɑːɦ/', '[n̪ɪ.käːɦ]']","['/nikɑːh/', '/nɪkɒːh/', '/nekɒːh/', '/nikɔːh/', '/nɪ.kɑːɦ/']",0,0,0.0,0.0,0.0,0.0,1
105,मर्दुम,,"['/məɾ.d̪ʊm/', '[məɾ.d̪ʊ̃m]']",,12,5,2.9791666666666665,3.375,25.25,1.0,0
106,मौजूदगी,موجودگی,['/mɔː.d͡ʒuːd̪.ɡiː/'],['/mɔː.d͡ʒuː.d̪ᵊ.ɡiː/'],2,0,0.0,0.0,0.0,0.09523809523809523,1
107,ईरानी,ولایت,"['/iː.ɾɑː.niː/', '[iː.ɾäː.n̪iː]']","['/wilɑːjat/', '/wɪlɒːjat/', '/velɒːjæt/', '/vilɔːjat/', '/ʋɪ.lɑː.jət̪/']",7,3,2.375,2.666666666666667,23.125,0.4666666666666667,0
108,शहज़ादा,,"['/ʃəɦ.d͡ʒɑː.d̪ɑː/', '[ʃɛɦ.d͡ʒäː.d̪äː]', '/ʃəɦ.zɑː.d̪ɑː/', '[ʃɛɦ.zäː.d̪äː]']",,16,4,3.854166666666667,4.25,34.375,1.0,0
109,सज़ा,,"['/sə.d͡ʒɑː/', '[s̪ə.d͡ʒäː]', '/sə.zɑː/', '[s̪ə.zäː]']",,10,2,1.2916666666666665,1.4166666666666665,15.75,1.0,0
110,नाख़ून,ناخن,"['/nɑː.kʰuːn/', '[n̪äː.kʰũːn̪]', '/nɑː.xuːn/', '[n̪äː.xũːn̪]']","['/nɑːxun/', '/nɒːxʊn/', '/nɒːxon/', '/nɔːxun/']",2,0,0.041666666666666664,0.041666666666666664,0.5,0.16666666666666666,1
111,दुश्मन,دشمن,"['/d̪ʊʃ.mən/', '[d̪ʊʃ.mə̃n̪]', '[d̪usmʌn]']","['[doʃˈmæn]', '/d̪ʊʃ.mən/']",0,0,0.0,0.0,0.0,0.0,1
112,अश्क,آفت,['/əʃk/'],"['/ɑːfat/', '/ɒːfat/', '/ɒːfæt/', '/ɔːfat/', '/ɑː.fət̪/']",5,3,1.3333333333333335,1.5,12.125,0.5454545454545454,0
113,साबित,ثابت,"['/sɑː.bɪt̪/', '[s̪äː.bɪt̪]']","['/θaː.bit/', '/saː.bit/', '/θaː.bit/', '/sɒːˈbetʰ/', '/sɑː.bɪt̪/']",0,0,0.0,0.0,0.0,0.0,1
114,बर्फ़,برف,"['/bə.ɾəpʰ/', '/bə.ɾəf/', '/bəɾpʰ/', '/bəɾf/']","['/baɾf/', '/baɾf/', '/bæɾf/', '/baɾf/']",1,0,0.125,0.125,1.25,0.125,1
115,मौसम,,"['/mɔː.səm/', '[mɔː.s̪ə̃m]', '[mʌu̯sʌm]']",,11,4,2.145833333333333,2.375,18.0,1.0,0
116,दुरुस्त,درست,"['/d̪ʊ.ɾʊst̪/', '[d̪ʊ.ɾʊs̪t̪]', '/d̪u.ɾus.t̪ə/']","['/duɾust/', '/dʊɾʊst/', '/doɾost/', '/doɾos~doɾost/', '/dɾost/', '/duɾust/']",3,0,0.08333333333333333,0.08333333333333333,0.5,0.23076923076923078,1
117,ख़ैरियत,خیریه,"['/kʰɛː.ɾɪ.jət̪/', '[kʰɛː.ɾi.jət̪]', '/xɛː.ɾɪ.jət̪/', '[xɛː.ɾi.jət̪]']","['/xajɾiːjja/', '/xajɾiːjja/', '/xejɾiːjje/', '/xajɾijja/']",8,3,1.5000000000000002,1.7083333333333333,20.125,0.5333333333333333,1
118,कि,که,"['/kɪ/', '[ki]']","['/kə/', '/ki/', '/kɪ/', '/ke/', '/ki/', '[kʲe]', '[kʲæh]', '/keh/', '[kʰoh]']",0,0,0.0,0.0,0.0,0.0,1
119,बग़दाद,بغداد,"['/bəɡ.d̪ɑːd̪/', '[bəɡ.d̪äːd̪]', '/bəɣ.d̪ɑːd̪/', '[bəɣ.d̪äːd̪]']","['/baɣ.daːd/', '/baɣdɑːd/', '/baɣdɒːd/', '/bæɢdɒːd/', '/baɣdɔːd/']",4,0,0.20833333333333331,0.20833333333333331,1.75,0.2857142857142857,1
120,अजनबी,چهره,"['/əd͡ʒ.nə.biː/', '[əd͡ʒ.n̪ə.biː]']","['/t͡ʃihɾa/', '/t͡ʃɪhɾa/', '/t͡ʃehɾe/', '/t͡ʃehɾa/']",10,4,1.770833333333333,2.0833333333333335,25.25,0.6666666666666666,0
121,रिवाज,رواج,"['/ɾɪ.ʋɑːd͡ʒ/', '[ɾɪ.ʋäːd͡ʒ]']",['/ræˈvɒːd͡ʒ/'],5,1,0.375,0.5,7.125,0.38461538461538464,1
122,सफ़ेद,سفید,"['/sə.pʰeːd̪/', '[s̪ə.pʰeːd̪]', '/sə.feːd̪/', '[s̪ə.feːd̪]']","['/safeːd/', '/safeːd/', '/sæfiːd/', '/safed/', '/sə.feːd̪/']",0,0,0.0,0.0,0.0,0.0,1
123,सनसनीख़ेज़,,"['/sən.sə.niː.kʰeːd͡ʒ/', '[s̪ə̃n̪.s̪ə.n̪iː.kʰeːd͡ʒ]', '/sən.sə.niː.xeːz/', '[s̪ə̃n̪.s̪ə.n̪iː.xeːz]']",,17,7,6.458333333333333,7.125,52.0,0.8947368421052632,0
124,गुनाह,सीव्यति,"['/ɡʊ.nɑːɦ/', '[ɡʊ.n̪äːɦ]']","['/síːʋ.jɐ.ti/', '/ˈs̪iːʋ.jɐ.t̪i/']",9,5,2.645833333333333,3.0000000000000004,29.625,0.6428571428571429,0
125,पुदीना,,['[pʊˈd̪i(ː)n̪a(ː)]'],,17,4,2.9375,3.25,25.75,0.8947368421052632,0
126,सरदार,,"['/səɾ.d̪ɑːɾ/', '[s̪əɾ.d̪äːɾ]']",,13,4,2.9375,3.375,26.75,1.0,0
127,नौकर,نایاب,"['/nɔː.kəɾ/', '[n̪ɔː.kəɾ]']",['[nɒːˈjɒːb]'],7,2,0.7291666666666667,0.8333333333333334,13.375,0.5833333333333334,0
128,तुर्की,ترکی,['/t̪ʊɾ.kiː/'],"['[t̪ʰoɾkʲiː]', '/t̪ʊɾ.kiː/']",0,0,0.0,0.0,0.0,0.0,1
129,दमिश्क़,دمشق,"['/d̪ə.mɪʃk/', '/d̪ə.mɪʃq/']","['[d̪æˈmeʃɣ]', '/d̪ə.mɪʃq/']",0,0,0.0,0.0,0.0,0.0,1
130,तमाम,تمام,"['/t̪ə.mɑːm/', '[t̪ə.mä̃ːm]']","['/ˈt̪ə.mɑm/', '/tamɑːm/', '/tamɒːm/', '/tæmɒːm/', '/tamɔːm/', '/ta.maːm/', '[taˈmæːm]', '/t̪ə.mɑːm/']",0,0,0.0,0.0,0.0,0.0,1
131,नाज़,ناز,"['/nɑːd͡ʒ/', '[n̪äːd͡ʒ]', '/nɑːz/', '[n̪äːz]']",['/nɒːz/'],1,0,0.0625,0.08333333333333333,0.75,0.125,1
132,ग़लती,غلطی,"['/ɡəl.t̪iː/', '[ɡəl̪.t̪iː]', '/ɣəl.t̪iː/', '[ɣəl̪.t̪iː]']",['/ɣəl.(ə.)t̪iː/'],4,1,0.8958333333333334,1.0,7.25,0.25,1
133,क़ायदा,گستاخ,"['/kɑːj.d̪ɑː/', '[käːj.d̪äː]', '/qɑːj.d̪ɑː/', '[qäːj.d̪äː]']","['/ɡustɑːx/', '/ɡʊstɒːx/', '/ɡostɒːx/', '/ɡustɔːx/']",8,2,1.5,1.6666666666666667,16.375,0.6153846153846154,0
134,ज़िद,آتش,"['/d͡ʒɪd̪/', '/zɪd̪/']","['/ɑːtʰaʃ/', '/ɒːtʰaʃ/', '/ɒːtʰæʃ/', '/ɔːtʰaʃ/']",6,1,1.25,1.375,11.75,0.6,0
135,गंदा,علاءالدین,"['/ɡən.d̪ɑː/', '[ɡə̃n̪.d̪äː]']","['/alɑːʔuddīn/', '/alɒːʔʊddīn/', '/ælɒːʔoddīn/', '/alɔːʔuddīn/']",9,6,4.25,4.625,39.75,0.6428571428571429,0
136,पेच,پیچ,"['/peːt͡ʃ/', '[pet͡ɕə]']","['/peːt͡ʃ/', '/peːt͡ʃ/', '/piːt͡ʃ/', '/pet͡ʃ/']",0,0,0.0,0.0,0.0,0.0,1
137,ख़ाली,خالی,"['/kʰɑː.liː/', '[kʰäː.l̪iː]', '/xɑː.liː/', '[xäː.l̪iː]']","['/xɑːliː/', '/xɒːliː/', '/xɒːliː/', '/xɔːliː/']",1,0,0.0,0.0,0.0,0.09090909090909091,1
138,बुरक़ा,,"['/bʊɾ.kɑː/', '[bʊɾ.käː]', '/bʊɾ.qɑː/', '[bʊɾ.qäː]']",,11,3,2.3333333333333335,2.666666666666667,22.875,1.0,0
139,अंदर,اندر,"['/ən.d̪əɾ/', '[ə̃n̪.d̪əɾ]']",['/andur/'],5,0,0.3333333333333333,0.3333333333333333,3.25,0.45454545454545453,1
140,संदूक़,صندوق,"['/sən.d̪uːk/', '[s̪ə̃n̪.d̪uːk]', '/sən.d̪uːq/', '[s̪ə̃n̪.d̪uːq]']","['/sˤun.duːq/', '/sˤan.duːq/', '/sˤənˈduːɡ/', '/sˤan.duːq/', '/sˤanˈduːɡ/', '/sanˈduːq/', '/sanˈduːq/', '/sænˈduːɢ/', '/sanˈduq/']",3,0,0.16666666666666666,0.16666666666666666,1.5,0.23076923076923078,1
141,दर्द,درد,['/d̪əɾd̪/'],"['/daɾd/', '/daɾd/', '/dæɾd/', '/daɾd/', '/duɾd/', '/dʊɾd/', '/doɾd/', '/duɾd/']",3,0,0.16666666666666666,0.16666666666666666,1.25,0.3,1
142,तमन्ना,نشئه,"['/t̪ə.mən.nɑː/', '[t̪ə.mə̃n̪.n̪äː]']",['[næːˈʃe]'],13,4,3.2916666666666665,3.583333333333333,29.875,0.7222222222222222,0
143,स्याह,سیاه,"['/sjɑːɦ/', '[s̪jäːɦ]']","['/sijɑːh/', '/sijɒːh/', '/sijɒːh/', '/sijɔːh/', '[sijɒː]']",2,1,0.5833333333333333,0.7083333333333333,7.5,0.2,1
144,कारवाँ,ضد,"['/kɑːɾ.ʋɑ̃ː/', '[käːɾ.ʋä̃ː]']","['/dˤidd/', '/dˤid.da/', '/dˤadd/', '/zid/', '/zɪd/', '/zed/', '/zid/']",8,3,0.7916666666666666,1.0,14.5,0.6153846153846154,0
145,फ़ितरत,فطرت,"['/pʰɪt̪.ɾət̪/', '/fɪt̪.ɾət̪/']",['/fɪt̪.ɾət̪/'],0,0,0.0,0.0,0.0,0.0,1
146,परंदा,مگر,"['/pə.ɾən.d̪ɑː/', '[pə.ɾə̃n̪.d̪äː]']","['[ˈmæɡʲæɾ]', '[ˈmæɡʲe]']",13,4,2.6041666666666665,3.0,27.375,0.7647058823529411,0
147,जमात,دریا,"['/d͡ʒə.mɑːt̪/', '[d͡ʒə.mäːt̪]']","['/daɾjɑː/', '/daɾjɒː/', '/dæɾjɒː/', '/daɾjɔː/', '[deɾˈjɒː]']",7,4,1.125,1.3333333333333333,19.25,0.5,0
148,मुर्ग़ा,مرغ,"['/mʊɾ.ɡɑː/', '[mʊɾ.ɡäː]', '/mʊɾ.ɣɑː/', '[mʊɾ.ɣäː]']","['/mraɣ/', '/muɾɣ/', '/mʊɾɣ/', '/moɾɢ/', '/muɾɣ/']",3,0,0.875,1.0,7.25,0.2727272727272727,1
149,उसमान,عثمان,"['/ʊs.mɑːn/', '[ʊs̪.mä̃ːn̪]']","['/ʕuθ.maːn/', '/usmɑːn/', '/ʊsmɒːn/', '/osmɒːn/', '/usmɔːn/']",2,0,0.0625,0.08333333333333333,0.75,0.18181818181818182,1
150,कलमकारी,قلم,"['/kə.ləm.kɑː.ɾiː/', '[kə.l̪ə̃m.käː.ɾiː]']","['/qa.la.ma/', '/qal.la.ma/', '/qa.lam/', '/ʔa.lam/', '/qələm/', '/ɡa.lam/', '/qa.lam/', '/ʔa.lam/', '/qalm/', '/ʔa.lam/', '/ˈqələm/', '/ˈɡələm/', '/ɡalam/', '/qalam/', '/qalam/', '/ɢælæm/', '/qalam/', '/ʔa.lam/', '[ˈʔa.lam]']",10,2,2.6250000000000004,2.958333333333333,24.75,0.5555555555555556,1
151,बारीक,باریک,"['/bɑː.ɾiːk/', '[bäː.ɾiːk]']",['/bɒːɾiːk/'],2,0,0.0625,0.08333333333333333,0.75,0.16666666666666666,1
152,दमिश्क़,سرحد,"['/d̪ə.mɪʃk/', '/d̪ə.mɪʃq/']","['/sæɾˈhæd/', '/səɾ.ɦəd̪/']",7,3,1.0625,1.2916666666666667,19.625,0.5833333333333334,0
153,शहमात,شاه مات,"['/ʃəɦ.mɑːt̪/', '[ʃɛɦ.mäːt̪]']",['/ʃɒːhˈmɒːt/'],6,0,0.3125,0.3333333333333333,3.0,0.46153846153846156,1
154,चरख़ा,چرخ,"['/t͡ʃəɾ.kʰɑː/', '[t͡ʃəɾ.kʰäː]', '/t͡ʃəɾ.xɑː/', '[t͡ʃəɾ.xäː]']","['/t͡ʃarx/', '/t͡ʃaɾx/', '/t͡ʃaɾx/', '/t͡ʃæɾx/', '/t͡ʃaɾx/']",4,0,1.0,1.125,8.5,0.3076923076923077,1
155,पंजा,پنجه,"['/pən.d͡ʒɑː/', '[pə̃n̪.d͡ʒäː]', '[pʌn̻d͡zä]']","['/pand͡ʒa/', '/pand͡ʒa/', '/pænd͡ʒe/', '/pand͡ʒa/']",4,0,0.20833333333333331,0.20833333333333331,2.0,0.3076923076923077,1
156,ज़बान,قلعه,"['/d͡ʒə.bɑːn/', '[d͡ʒə.bä̃ːn̪]', '/zə.bɑːn/', '[zə.bä̃ːn̪]']","['/qalʔa/', '/qalʔa/', '/ɢælʔe/', '/qalʔa/']",7,3,1.0208333333333333,1.1666666666666665,18.375,0.6363636363636364,0
157,ज़िंदाबाद,پرنده,"['/d͡ʒɪn.d̪ɑː.bɑːd̪/', '[d͡ʒɪ̃n̪.d̪äː.bäːd̪]', '/zɪn.d̪ɑː.bɑːd̪/', '[zɪ̃n̪.d̪äː.bäːd̪]']","['/paɾanda/', '/paɾanda/', '/pæɾænde/', '/paɾanda/']",13,5,2.2083333333333335,2.541666666666667,29.75,0.7,0
158,सुराख़,,"['/sʊ.ɾɑːkʰ/', '[s̪ʊ.ɾäːkʰ]', '/sʊ.ɾɑːx/', '[s̪ʊ.ɾäːx]']",,11,3,2.2916666666666665,2.583333333333333,22.125,1.0,0
159,शौहर,شوهر,['/ʃɔː.ɦəɾ/'],"['/ʃawhaɾ/', '/ʃawhaɾ/', '/ʃowhæɾ/', '/ʃavhaɾ/']",5,1,1.1458333333333335,1.25,9.5,0.45454545454545453,1
160,गुस्ताख़,اگرچه,"['/ɡʊs.t̪ɑːkʰ/', '[ɡʊs̪.t̪äːkʰ]', '/ɡʊs.t̪ɑːx/', '[ɡʊs̪.t̪äːx]']",['/æɡæɾtʃe/'],8,3,1.9583333333333335,2.25,27.25,0.6153846153846154,0
161,महल,,"['/mə.ɦəl/', '[mɛ.ɦɛl̪]']",,10,4,2.1458333333333335,2.3749999999999996,18.625,1.0,0
162,सराय,سرای,"['/sə.ɾɑːj/', '[s̪ə.ɾäːj]']","['/saˈɾɑːj/', '/saˈɾɒːj/', '/sæˈɾɒːj/', '/saˈɾɔj/']",2,0,0.125,0.125,1.25,0.18181818181818182,1
163,जल्द,کدو,"['/d͡ʒəld̪/', '[d͡ʒəl̪d̪]']","['/kəd̪.d̪uː/', '/kə.d̪uː/']",6,2,0.8333333333333333,0.9166666666666666,13.125,0.5384615384615384,0
164,मुरदा,,"['/mʊɾ.d̪ɑː/', '[mʊɾ.d̪äː]']",,12,3,2.1458333333333335,2.4583333333333335,20.375,1.0,0
165,ख़ाली,ریاست,"['/kʰɑː.liː/', '[kʰäː.l̪iː]', '/xɑː.liː/', '[xäː.l̪iː]']",['/ɾiː.jɑː.sət̪/'],9,4,3.1041666666666665,3.458333333333333,30.625,0.5625,0
166,ख़रीद,خرید,"['/kʰə.ɾiːd̪/', '/xə.ɾiːd̪/']","['/haɾiːd/', '/haɾiːd/', '/hæɾiːd/', '/haɾid/']",4,1,0.2916666666666667,0.2916666666666667,4.5,0.3333333333333333,1
167,गुलाब,گلاب,"['/ɡʊ.lɑːb/', '[ɡʊ.l̪äːb]', '/ɡu.lab/']","['/ɡulɑːb/', '/ɡʊlɒːb/', '/ɡolɒːb/', '/ɡulɔːb/']",2,0,0.0625,0.08333333333333333,0.75,0.18181818181818182,1
168,कमी,قد,['/kə.miː/'],"['/qad.da/', '/qadd/', '/qad/', '/qudd/', '/qud/', '/ɡid/', '/ɡad/']",5,2,0.7083333333333333,0.7916666666666667,12.375,0.5,0
169,मुफ़्त,مفت,"['/mʊpʰt̪/', '/mʊft̪/', '/mʊ.pʰət̪/', '/mʊ.fət̪/']",['/muf.tin/'],4,2,1.2916666666666667,1.375,12.25,0.36363636363636365,1
170,मिसाल,مثال,"['/mɪ.sɑːl/', '[mɪ.s̪äːl̪]']","['/mi.θaːl/', '/miˈθaːl/', '/miˈsaːl/', '/misɑːl/', '/mɪsɒːl/', '/mesɒːl/', '/misɔːl/']",2,0,0.041666666666666664,0.041666666666666664,0.25,0.18181818181818182,1
171,मुहब्बत,,"['/mʊ.ɦəb.bət̪/', '[mɔ.ɦɔb̚.bət̪]']",,15,7,4.875000000000001,5.416666666666667,41.625,1.0,0
172,सेहत,,"['/seː.ɦət̪/', '[s̪eː.ɦət̪]']",,12,4,2.2083333333333335,2.4166666666666665,21.375,1.0,0
173,फ़ारिग़,,"['/pʰɑː.ɾɪɡ/', '[pʰäː.ɾɪɡ]', '/fɑː.ɾɪɣ/', '[fäː.ɾɪɣ]']",,11,3,2.229166666666667,2.541666666666667,21.125,1.0,0
174,ज़िक्र,ذکر,"['/d͡ʒɪk.ɾᵊ/', '/zɪk.ɾᵊ/']","['/zɪkər/', '/ðakaɾ/', '/zakaɾ/', '/zækæɾ/', '/zakaɾ/', '/zikɾ/', '/zɪkɾ/', '/zekɾ/', '/zikɾ/']",2,0,0.0,0.0,0.0,0.2,1
175,आचार,आचार,"['/ɑː.t͡ʃɑːɾ/', '[äː.t͡ʃäːɾ]', '/ɑː.t͡ɕɑː.ɾɐ/', '/ɑːˈt͡ɕɑː.ɾɐ/']","['/ɑː.t͡ʃɑːɾ/', '[äː.t͡ʃäːɾ]', '/ɑː.t͡ɕɑː.ɾɐ/', '/ɑːˈt͡ɕɑː.ɾɐ/']",0,0,0.0,0.0,0.0,0.0,1
176,गर्दन,پدر,"['/ɡəɾ.d̪ən/', '[ɡəɾ.d̪ə̃n̪]']","['/pidaɾ/', '/pɪdaɾ/', '/pedæɾ/', '/pidaɾ/', '/peˈdeɾ/']",7,3,1.4166666666666667,1.6666666666666667,13.75,0.5833333333333334,0
177,मैदान,میدان,"['/mɛː.d̪ɑːn/', '[mɛː.d̪ä̃ːn̪]', '/məi.d̪an/']","['/majdɑːn/', '/majdɒːn/', '/mejdɒːn/', '/majdɔːn/']",4,1,0.3333333333333333,0.375,4.875,0.3076923076923077,1
178,शाबाश,,"['/ʃɑː.bɑːʃ/', '[ʃäː.bäːʃ]']",,12,3,2.25,2.4583333333333335,22.625,1.0,0
179,ग़ुस्सा,غصه,"['/ɡʊs.sɑː/', '[ɡʊs̪.s̪äː]', '/ɣʊs.sɑː/', '[ɣʊs̪.s̪äː]']","['/ɣussa/', '/ɣʊssa/', '/ɢosse/', '/ɣussa/']",3,0,0.08333333333333333,0.08333333333333333,0.5,0.2727272727272727,1
180,तजुर्बा,قابل,"['/t̪ə.d͡ʒʊɾ.bɑː/', '[t̪ə.d͡ʒʊɾ.bäː]']","['/qaː.ba.la/', '/qɑːbil/', '/qɒːbɪl/', '/ɢɒːbel/', '/qɔːbil/', '/ʔaː.bal/', '[ˈʔæː.bal]', '/ɡaː.bal/', '[ˈɡæː.bal]', '/ʔaː.bil/', '[ˈʔæː.bɪl]', '/ɡaː.bil/', '[ˈɡæː.bɪl]', '/qɑː.bɪl/']",11,3,1.7291666666666667,1.9583333333333335,16.5,0.6470588235294118,0
181,एहसान,احسان,"['/əɦ.sɑːn/', '[ɛɦ.s̪ä̃ːn̪]']","['[ʔehˈsɒn]', '[ʔeːˈsɒn]', '/ə.ɦə.sɑːn/']",2,1,0.5208333333333333,0.625,7.25,0.15384615384615385,1
182,मेहनत,,"['/meːɦ.nət̪/', '[meːɦ.n̪ət̪]', '/məɦ.nət̪/', '[mɛɦ.n̪ət̪]', '/meɦ.nət̪/', '[me.nət̪]']",,10,3,1.9583333333333335,2.166666666666667,16.125,0.9090909090909091,0
183,हलक़ा,حلقه,"['/ɦəl.kɑː/', '[ɦəl̪.käː]', '/ɦəl.qɑː/', '[ɦəl̪.qäː]']","['/halqa/', '/halqa/', '/hælɢe/', '/halqa/']",5,0,0.20833333333333331,0.20833333333333331,1.75,0.45454545454545453,1
184,जुदा,شاهین,"['/d͡ʒʊ.d̪ɑː/', '[d͡ʒʊ.d̪äː]']","['/ʃɑːhiːn/', '/ʃɒːhiːn/', '/ʃɒːhiːn/', '/ʃɔːhin/']",9,3,1.4375,1.5416666666666665,15.375,0.6923076923076923,0
185,अचार,جوانی,['[ʌt͡sär]'],"['/d͡ʒawɑːniː/', '/d͡ʒawɒːniː/', '/d͡ʒævɒːniː/', '/d͡ʒavɔːniː/', '/d͡ʒə.ʋɑː.niː/']",12,5,2.4375,2.75,22.5,0.8571428571428571,0
186,शुतुरमुर्ग़,,"['/ʃʊ.t̪ʊɾ.mʊɾɡ/', '/ʃʊ.t̪ʊɾ.mʊɾɣ/']",,16,8,5.749999999999999,6.5,49.375,1.0,0
187,ख़ाक़ान,خاقان,"['/kʰɑː.kɑːn/', '[kʰäː.kä̃ːn̪]', '/xɑː.qɑːn/', '[xäː.qä̃ːn̪]']","['/xɑːqɑːn/', '/xɒːqɒːn/', '/xɒːɢɒːn/', '/xɔːqɔːn/']",1,0,0.0,0.0,0.0,0.08333333333333333,1
188,इख़्तियार,اختیار,"['/ɪkʰ.t̪ɪ.jɑːɾ/', '[ɪkʰ.t̪i.jäːɾ]', '/ɪx.t̪ɪ.jɑːɾ/', '[ɪx.t̪i.jäːɾ]']","['/ixtijɑːɾ/', '/ɪxtijɒːɾ/', '/extijɒːɾ/', '/ixtijɔːɾ/']",5,0,0.125,0.125,0.75,0.3333333333333333,1
189,नौबत,ماه,"['/nɔː.bət̪/', '[n̪ɔː.bət̪]']","['/maː.ha/', '/mɑːh/', '/mɒːh/', '/mɒːh/', '/mɔːh/']",6,3,1.5208333333333333,1.625,15.625,0.5,0
190,फ़ेहरिस्त,فهرست,"['/pʰeːɦ.ɾɪst̪/', '[pʰeːɦ.ɾɪs̪t̪]', '/feːɦ.ɾɪst̪/', '[feːɦ.ɾɪs̪t̪]']","['/fihɾist/', '/fɪhɾɪst/', '/fehɾest/', '/fehɾist/']",5,0,0.16666666666666666,0.16666666666666666,1.25,0.35714285714285715,1
191,कूर,کور,['/kuːɾ/'],"['/kor/', '[kʰuːɾ]']",3,0,0.041666666666666664,0.041666666666666664,0.25,0.3333333333333333,1
192,ग़ज़ल,غزل,"['/ɡə.d͡ʒəl/', '[ɡə.d͡ʒəl̪]', '/ɣə.zəl/', '[ɣə.zəl̪]']",['[ɢæˈzæl]'],5,0,0.3333333333333333,0.3333333333333333,4.0,0.45454545454545453,1
193,आस्तीन,آستین,"['/ɑːs.t̪iːn/', '[äːs̪.t̪ĩːn̪]']",['/ɑːs.t̪iːn/'],0,0,0.0,0.0,0.0,0.0,1
194,जज़ीरा,جزیره,"['/d͡ʒə.d͡ʒiː.ɾɑː/', '[d͡ʒə.d͡ʒiː.ɾäː]', '/d͡ʒə.ziː.ɾɑː/', '[d͡ʒə.ziː.ɾäː]']","['/d͡ʒaziːɾa/', '/d͡ʒaziːɾa/', '/d͡ʒæziːɾe/', '/d͡ʒaziɾa/']",5,0,0.125,0.125,1.25,0.3125,1
195,हस्ती,هستی,"['/ɦəs.t̪iː/', '[ɦəs̪.t̪iː]']","['[hæsˈtʰiː]', '[ˈhæstʰiː]']",5,0,0.25,0.25,2.0,0.38461538461538464,1
196,अज़ीम,عظیم,"['/ə.d͡ʒiːm/', '[ə.d͡ʒĩːm]', '/ə.ziːm/', '[ə.zĩːm]']","['[ʔæˈziːm]', '[æˈziːm]']",3,0,0.125,0.125,1.25,0.3,1
197,कमी,کمی,['/kə.miː/'],"['[ˈkæmi]', '/kə.miː/']",0,0,0.0,0.0,0.0,0.0,1
198,मअनी,,"['/mə.ə.niː/', '[mə.ə.n̪iː]', '/mɑː.niː/', '[mäː.n̪iː]']",,10,2,1.0416666666666667,1.1666666666666667,8.625,0.9090909090909091,0
199,ताज़ा,فکر,"['/t̪ɑː.d͡ʒɑː/', '[t̪äː.d͡ʒäː]', '/t̪ɑː.zɑː/', '[t̪äː.zäː]']","['/fikɾ/', '/fɪkɾ/', '/fekɾ/', '/fikɾ/', '/fek/', '/fɪkɾ/']",8,2,0.7083333333333333,0.9166666666666667,11.125,0.6666666666666666,0
200,ख़ाक,تاج,"['/kʰɑːk/', '[kʰäːk]', '/xɑːk/', '[xäːk]']","['/taːd͡ʒ/', '/tɑːd͡ʒ/', '/tɒːd͡ʒ/', '/tɒːd͡ʒ/', '/tɔːd͡ʒ/']",4,1,0.4583333333333333,0.5,4.75,0.4,0
201,करघा,کارگاه,"['/kəɾ.ɡʱɑː/', '[kəɾ.ɡʱäː]']","['/kɑːɾɡɑːh/', '/kɒːɾɡɒːh/', '/kɒːɾɡɒːh/', '/kɔːɾɡɔːh/']",5,1,1.0416666666666667,1.1666666666666667,8.75,0.4166666666666667,1
202,सिफ़र,,"['/sɪ.pʰəɾ/', '[s̪ɪ.pʰəɾ]', '/sɪ.fəɾ/', '[s̪ɪ.fəɾ]']",,10,4,2.25,2.5416666666666665,22.0,1.0,0
203,मरकज़,,"['/məɾ.kəd͡ʒ/', '/məɾ.kəz/']",,11,5,2.979166666666667,3.375,26.625,1.0,0
204,ख़ुशनवीसी,سیلاب,"['/kʰʊʃ.nə.ʋiː.siː/', '[kʰʊʃ.n̪ə.ʋiː.s̪iː]', '/xʊʃ.nə.ʋiː.siː/', '[xʊʃ.n̪ə.ʋiː.s̪iː]']","['/sajlɑːb/', '/sajlɒːb/', '/sejlɒːb/', '/sajlɔːb/']",13,6,3.6250000000000004,4.083333333333334,36.875,0.7222222222222222,0
205,ज़िक्र,مهم,"['/d͡ʒɪk.ɾᵊ/', '/zɪk.ɾᵊ/']","['/mu.himm/', '/mohem/', '/muhimm/', '/mʊhɪmm/', '/mohemm/', '/muhimm/']",6,4,1.7291666666666665,1.9583333333333333,21.25,0.5833333333333334,0
206,तमीज़,کاسه,"['/t̪ə.miːd͡ʒ/', '/t̪ə.miːz/']","['/kɒːˈsæ/', '/kɒːˈse/', '[kʰɒːˈse]']",8,3,1.625,1.75,17.0,0.6428571428571429,0
207,माजरा,ماجرا,"['/mɑːd͡ʒ.ɾɑː/', '[mäːd͡ʒ.ɾäː]']","['/mɑːd͡ʒaɾɑː/', '/mɒːd͡ʒaɾɒː/', '/mɒːd͡ʒæɾɒː/', '/mɔːd͡ʒaɾɔː/', '[mɑːd͡ʒeˈɾɒː]']",1,1,0.8958333333333334,1.0,7.25,0.07142857142857142,1
